model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_CV1,correct_CV1,total_CV1,accuracy_CV2,correct_CV2,total_CV2,accuracy_CV3,correct_CV3,total_CV3,accuracy_FA1,correct_FA1,total_FA1,accuracy_FA2,correct_FA2,total_FA2,accuracy_I1,correct_I1,total_I1,accuracy_I2,correct_I2,total_I2,accuracy_MA2,correct_MA2,total_MA2,accuracy_MA3,correct_MA3,total_MA3,accuracy_RG1,correct_RG1,total_RG1,accuracy_RG2,correct_RG2,total_RG2,accuracy_RG3,correct_RG3,total_RG3,accuracy_RL1,correct_RL1,total_RL1,accuracy_RL3,correct_RL3,total_RL3,accuracy_RL4,correct_RL4,total_RL4,accuracy_V1,correct_V1,total_V1,accuracy_V2,correct_V2,total_V2,accuracy_V3,correct_V3,total_V3,accuracy_V4,correct_V4,total_V4,accuracy_V5,correct_V5,total_V5,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,8.009616560665362,1262763.5531892446,0.0038815207273582733,0.0069947258984088346
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,8.372517505503914,806424.6944990769,0.001712280840350486,0.004916767189019764
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,10.141140991927593,2261162.7962730457,0.0004173259677364778,0.0036785754641475406
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,8.224120138209393,990592.2999364175,0.004375447785236634,0.00783274854457921
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,8.383878883317026,384789.0658500019,0.0017578763430624274,0.005368536687993012
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,8.228049321183953,463991.2627365988,0.0020009218346325763,0.00569558834719352
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,8.356550421966732,474367.58540118055,0.0017738087602219737,0.005274102990248216
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,9.908302501223092,634707.3589772853,0.0009805951441111368,0.004538753026010086
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,8.518541309931507,531587.1833916329,0.0014908343088037616,0.005490175755265204
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,9.386223779965754,588388.1374145531,0.001316179540096581,0.004833239829139434
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,7.93286562805773,481075.6489926697,0.002907128684269736,0.006884627462080467
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,7.771054381727006,340151.3244575039,0.0029800161821392913,0.0071386412460772404
allenai/OLMo-2-0425-1B,main,textfrct,True,,False,0.0,0,616,0.0,0,50,0.0,0,40,0.0,0,36,0.0,0,8,0.0,0,8,0.0,0,30,0.0,0,28,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,30,0.0,0,20,0.0,0,24,0.0,0,36,0.0,0,36,0.0,0,48,0.0,0,36,0.0,0,36,9.04103282473092,879678.3938387872,0.002411262536790416,0.007118707248977813
